******************************************************************
records on FG_NET dataset under leave one person out protocol

******************************************************************


******************************************************************
train and test on ID: 1
******************************************************************
epoch, train_total_loss, train_cross_entropy_loss, train_kl_loss, train_argmax_MAE, train_accuracy
015, 6.1730, 30.3308, 6.1730, 3.1907, 96.2389
016, 6.1052, 30.3693, 6.1052, 3.0888, 96.3306
017, 5.7995, 29.8523, 5.7995, 2.9475, 96.4621
018, 6.0020, 30.2243, 6.0020, 3.1282, 96.2644
019, 6.0088, 30.0894, 6.0088, 3.1070, 96.3235
020, 5.5763, 29.6790, 5.5763, 2.8537, 96.5406
021, 5.5196, 29.5249, 5.5196, 2.8042, 96.6180
022, 5.1184, 29.0518, 5.1184, 2.6155, 96.7934
023, 5.2390, 29.1750, 5.2390, 2.7154, 96.7118
024, 5.4687, 29.4212, 5.4687, 2.8365, 96.5599
025, 5.3813, 29.3312, 5.3813, 2.7770, 96.6150
026, 5.0722, 29.0032, 5.0722, 2.6014, 96.7699
027, 5.1992, 29.0933, 5.1992, 2.6367, 96.7526
028, 5.2265, 29.1749, 5.2265, 2.7195, 96.7342
029, 4.7861, 28.6213, 4.7861, 2.4622, 96.9605
030, 4.9576, 28.7555, 4.9576, 2.4743, 96.9299
031, 4.6767, 28.5414, 4.6767, 2.2906, 97.1348
032, 4.1842, 27.8485, 4.1842, 2.0989, 97.3550
033, 3.7967, 27.2900, 3.7967, 1.8385, 97.6220
034, 3.6035, 27.0239, 3.6035, 1.7679, 97.7005
035, 3.9301, 27.6319, 3.9301, 1.9243, 97.5109
036, 3.8369, 27.4099, 3.8369, 1.8678, 97.5680
037, 3.5949, 27.0655, 3.5949, 1.7719, 97.7015
038, 3.5032, 26.9160, 3.5032, 1.7780, 97.6852
039, 3.5883, 27.1073, 3.5883, 1.7508, 97.7026
040, 3.6407, 27.1707, 3.6407, 1.7982, 97.6648
041, 3.4717, 27.0355, 3.4717, 1.7074, 97.7331
042, 3.6242, 27.0613, 3.6242, 1.8093, 97.6078
043, 3.5199, 26.9888, 3.5199, 1.7053, 97.7433
044, 3.6225, 27.0084, 3.6225, 1.7689, 97.6465
045, 3.6948, 27.4058, 3.6948, 1.8365, 97.5833
046, 3.4864, 26.9106, 3.4864, 1.6337, 97.8086
047, 3.6899, 27.1942, 3.6899, 1.7760, 97.6404
048, 3.3510, 26.7418, 3.3510, 1.6387, 97.8055
049, 3.2509, 26.7034, 3.2509, 1.5540, 97.8850
050, 3.2372, 26.5969, 3.2372, 1.5792, 97.8972
051, 3.0816, 26.3788, 3.0816, 1.4652, 98.0195
052, 3.1021, 26.3578, 3.1021, 1.5066, 97.9441
053, 3.2708, 26.7116, 3.2708, 1.6125, 97.8279
054, 3.2401, 26.6475, 3.2401, 1.5681, 97.8870
055, 3.2705, 26.7481, 3.2705, 1.6135, 97.8493
056, 3.3738, 26.7886, 3.3738, 1.6559, 97.7729
057, 3.5066, 27.0158, 3.5066, 1.7417, 97.7005
058, 3.1023, 26.4204, 3.1023, 1.5187, 97.9319
059, 3.2309, 26.6760, 3.2309, 1.5136, 97.9686
060, 3.1841, 26.4824, 3.1841, 1.5419, 97.9227
061, 3.1632, 26.6008, 3.1632, 1.5419, 97.9227
062, 3.2518, 26.6776, 3.2518, 1.5126, 97.9349
063, 3.3085, 26.7668, 3.3085, 1.5721, 97.8850
064, 3.4492, 27.0041, 3.4492, 1.6781, 97.7392
065, 3.3609, 26.8371, 3.3609, 1.5974, 97.8432
test_total_loss, test_cross_entropy_loss, test_kl_loss, test_argmax_MAE, test_accuracy:
1.6874, 24.4499, 1.6874, 0.8182, 98.5308

******************************************************************
train and test on ID: 70
******************************************************************
epoch, train_total_loss, train_cross_entropy_loss, train_kl_loss, train_argmax_MAE, train_accuracy
001, 20.8278, 47.2017, 20.8278, 10.4036, 88.2580
002, 13.0447, 38.9105, 13.0447, 6.8274, 92.6286
003, 11.4038, 36.9751, 11.4038, 5.9990, 93.4318
004, 10.4695, 35.7736, 10.4695, 5.4783, 93.9465
005, 9.6176, 34.7223, 9.6176, 4.9687, 94.4327
006, 8.9720, 33.9673, 8.9720, 4.6700, 94.7467
007, 8.4473, 33.2562, 8.4473, 4.3956, 95.0137
008, 7.7006, 32.3034, 7.7006, 3.9304, 95.4703
009, 8.0578, 32.7898, 8.0578, 4.2321, 95.2227
010, 7.6314, 32.2599, 7.6314, 3.9284, 95.4948
011, 7.3592, 31.8977, 7.3592, 3.8779, 95.5600
012, 7.1508, 31.6218, 7.1508, 3.6670, 95.7292
013, 6.8632, 31.2285, 6.8632, 3.5116, 95.9168
014, 6.9275, 31.2780, 6.9275, 3.6004, 95.8077
015, 6.2592, 30.5788, 6.2592, 3.1695, 96.2338
016, 6.5491, 30.8239, 6.5491, 3.4632, 95.9402
017, 6.5795, 30.9465, 6.5795, 3.2936, 96.1227
018, 5.7079, 29.7783, 5.7079, 2.9243, 96.5029
019, 6.4715, 30.8145, 6.4715, 3.3370, 96.0941
020, 5.7457, 29.6940, 5.7457, 2.9546, 96.4692
021, 5.9602, 30.1891, 5.9602, 3.1746, 96.2531
022, 6.2913, 30.5544, 6.2913, 3.1736, 96.2715
023, 5.7956, 29.8986, 5.7956, 2.9869, 96.4274
024, 5.3543, 29.2754, 5.3543, 2.7669, 96.6568
025, 5.3638, 29.3711, 5.3638, 2.7598, 96.6578
026, 5.3636, 29.3799, 5.3636, 2.7185, 96.7057
027, 4.9487, 28.7634, 4.9487, 2.5187, 96.9126
028, 5.0251, 28.8752, 5.0251, 2.5520, 96.8555
029, 4.6753, 28.4830, 4.6753, 2.3633, 97.0635
030, 4.4081, 28.0366, 4.4081, 2.2472, 97.2011
031, 4.3746, 28.2545, 4.3746, 2.2503, 97.1521
032, 4.0638, 27.7010, 4.0638, 2.0555, 97.3866
033, 3.8779, 27.4041, 3.8779, 1.9384, 97.5089
034, 3.9820, 27.5833, 3.9820, 2.0161, 97.3907
035, 3.9812, 27.7926, 3.9812, 2.0716, 97.3754
036, 3.8587, 27.3533, 3.8587, 1.9162, 97.5344
037, 3.9957, 27.6793, 3.9957, 2.0182, 97.4324
038, 3.5493, 26.9350, 3.5493, 1.7215, 97.7148
039, 3.6133, 27.1784, 3.6133, 1.7508, 97.6832
040, 3.7045, 27.1908, 3.7045, 1.8648, 97.5884
041, 3.4878, 26.9594, 3.4878, 1.6589, 97.8014
042, 3.7941, 27.5378, 3.7941, 1.8981, 97.5364
043, 3.4712, 26.8839, 3.4712, 1.7064, 97.7372
044, 3.6670, 27.2437, 3.6670, 1.8628, 97.5599
045, 3.7016, 27.2650, 3.7016, 1.8416, 97.6027
046, 3.3631, 26.6678, 3.3631, 1.6620, 97.7841
047, 3.4975, 27.0170, 3.4975, 1.6811, 97.7566
048, 3.2653, 26.6674, 3.2653, 1.6155, 97.8585
049, 3.6341, 27.2224, 3.6341, 1.7730, 97.6648
050, 3.3526, 26.7120, 3.3526, 1.6559, 97.8065
051, 3.5431, 27.0528, 3.5431, 1.7608, 97.6832
052, 3.2231, 26.6215, 3.2231, 1.5853, 97.8840
053, 3.3310, 26.7648, 3.3310, 1.6559, 97.8096
054, 3.1634, 26.5252, 3.1634, 1.5308, 97.9309
055, 3.3646, 26.8785, 3.3646, 1.6216, 97.8198
056, 3.5108, 26.9432, 3.5108, 1.7013, 97.7637
057, 3.4286, 26.8755, 3.4286, 1.6468, 97.7933
058, 3.1338, 26.4405, 3.1338, 1.4945, 97.8962
059, 3.2465, 26.7358, 3.2465, 1.5590, 97.8789
060, 3.1920, 26.5080, 3.1920, 1.5691, 97.8993
061, 3.5243, 27.1290, 3.5243, 1.7629, 97.6618
062, 3.3163, 26.7395, 3.3163, 1.5762, 97.8565
063, 3.4480, 26.8852, 3.4480, 1.6983, 97.7321
064, 3.3011, 26.7325, 3.3011, 1.5721, 97.8605
065, 3.3695, 26.7927, 3.3695, 1.6710, 97.7729
test_total_loss, test_cross_entropy_loss, test_kl_loss, test_argmax_MAE, test_accuracy:
2.9278, 26.0087, 2.9278, 1.6364, 98.0716

******************************************************************
train and test on ID: 71
******************************************************************
epoch, train_total_loss, train_cross_entropy_loss, train_kl_loss, train_argmax_MAE, train_accuracy
001, 20.7250, 47.1363, 20.7250, 10.7260, 88.3905
002, 12.4271, 38.0828, 12.4271, 6.3751, 93.0529
003, 11.1214, 36.5491, 11.1214, 5.7310, 93.6912
004, 9.8332, 34.9639, 9.8332, 5.0526, 94.3969
005, 9.5039, 34.6015, 9.5039, 4.9525, 94.4797
006, 9.5722, 34.7676, 9.5722, 5.0809, 94.3622
007, 8.2164, 32.8879, 8.2164, 4.3195, 95.1180
008, 7.4735, 32.0500, 7.4735, 3.8079, 95.6297
009, 7.7370, 32.4224, 7.7370, 3.9828, 95.4530
010, 7.3654, 31.8405, 7.3654, 3.8392, 95.6256
011, 6.7604, 31.0877, 6.7604, 3.5126, 95.8779
012, 7.0997, 31.5697, 7.0997, 3.6805, 95.7461
013, 6.7011, 31.0744, 6.7011, 3.4044, 96.0311
014, 6.4370, 30.5434, 6.4370, 3.3236, 96.0566
015, 6.3473, 30.6218, 6.3473, 3.3003, 96.1404
016, 6.3108, 30.6211, 6.3108, 3.1992, 96.1547
017, 5.7979, 29.8450, 5.7979, 2.9818, 96.4253
018, 5.9998, 30.1449, 5.9998, 3.1416, 96.2813
019, 6.1352, 30.3479, 6.1352, 3.1739, 96.2170
020, 5.9902, 30.1347, 5.9902, 3.0091, 96.4376
021, 5.3314, 29.2524, 5.3314, 2.6795, 96.7389
022, 5.4133, 29.4761, 5.4133, 2.7654, 96.5887
023, 5.3585, 29.3103, 5.3585, 2.7796, 96.6306
024, 5.2852, 29.2054, 5.2852, 2.7553, 96.6715
025, 5.6076, 29.6064, 5.6076, 2.8301, 96.5979
026, 5.2987, 29.2246, 5.2987, 2.6785, 96.7256
027, 5.0074, 28.9210, 5.0074, 2.5794, 96.8247
028, 5.0636, 28.9231, 5.0636, 2.6087, 96.7685
029, 5.2248, 29.1455, 5.2248, 2.6370, 96.7838
030, 4.5071, 28.2688, 4.5071, 2.2669, 97.1076
031, 3.9944, 27.4160, 3.9944, 1.9272, 97.4712
032, 4.2775, 28.0085, 4.2775, 2.1203, 97.3078
033, 3.9875, 27.4393, 3.9875, 2.0131, 97.4395
034, 4.2919, 28.1792, 4.2919, 2.2154, 97.2383
035, 3.8004, 27.1937, 3.8004, 1.8210, 97.5896
036, 3.7811, 27.3521, 3.7811, 1.8615, 97.5825
037, 4.0149, 27.7572, 4.0149, 1.9737, 97.4375
038, 3.5679, 26.9323, 3.5679, 1.7715, 97.6693
039, 3.7465, 27.3329, 3.7465, 1.8696, 97.5682
040, 3.5644, 27.0889, 3.5644, 1.7169, 97.7326
041, 3.3119, 26.7276, 3.3119, 1.5743, 97.8797
042, 3.4451, 26.7505, 3.4451, 1.6451, 97.8092
043, 3.5286, 27.1497, 3.5286, 1.7219, 97.7153
044, 3.3937, 26.8000, 3.3937, 1.6249, 97.7898
045, 3.5263, 27.0044, 3.5263, 1.7604, 97.6959
046, 3.3829, 26.7927, 3.3829, 1.6441, 97.8041
047, 3.4695, 26.9495, 3.4695, 1.6936, 97.7132
048, 3.4044, 26.9016, 3.4044, 1.6663, 97.7663
049, 3.2970, 26.6734, 3.2970, 1.5531, 97.8726
050, 3.4024, 26.8216, 3.4024, 1.7048, 97.7449
051, 3.3922, 26.7130, 3.3922, 1.6299, 97.8072
052, 3.2093, 26.4249, 3.2093, 1.5430, 97.9349
053, 3.3571, 26.7371, 3.3571, 1.6299, 97.7929
054, 3.2797, 26.5965, 3.2797, 1.6026, 97.8552
055, 3.1840, 26.6065, 3.1840, 1.5460, 97.9063
056, 3.0449, 26.3927, 3.0449, 1.4611, 98.0247
057, 3.2305, 26.6087, 3.2305, 1.5693, 97.8562
058, 3.1664, 26.5480, 3.1664, 1.4995, 97.9583
059, 3.1193, 26.4822, 3.1193, 1.5238, 97.9338
060, 3.3592, 26.8057, 3.3592, 1.6330, 97.7919
061, 3.2491, 26.7204, 3.2491, 1.5238, 97.9522
062, 3.4428, 26.9307, 3.4428, 1.6825, 97.7459
063, 3.4349, 26.9185, 3.4349, 1.6754, 97.7633
064, 3.3325, 26.7627, 3.3325, 1.6471, 97.7929
065, 3.4181, 26.8673, 3.4181, 1.7118, 97.7674
test_total_loss, test_cross_entropy_loss, test_kl_loss, test_argmax_MAE, test_accuracy:
5.8166, 30.1793, 5.8166, 3.0769, 96.5035

******************************************************************
train and test on ID: 72
******************************************************************
epoch, train_total_loss, train_cross_entropy_loss, train_kl_loss, train_argmax_MAE, train_accuracy
001, 20.5250, 46.8608, 20.5250, 10.8563, 88.2305
002, 12.9432, 38.7576, 12.9432, 6.5972, 92.8168
003, 11.1365, 36.5840, 11.1365, 5.8259, 93.6296
004, 9.9760, 35.1279, 9.9760, 5.2156, 94.2001
005, 9.4258, 34.5042, 9.4258, 4.9241, 94.5017
006, 8.7306, 33.5641, 8.7306, 4.6275, 94.8217
007, 7.8482, 32.4408, 7.8482, 4.1113, 95.3083
008, 7.4914, 32.1145, 7.4914, 3.8917, 95.5302
009, 6.6706, 30.9948, 6.6706, 3.4504, 95.9545
010, 7.5981, 32.2063, 7.5981, 3.9038, 95.5374
011, 7.0828, 31.5401, 7.0828, 3.6427, 95.7725
012, 6.9267, 31.2777, 6.9267, 3.5870, 95.8430
013, 6.5024, 30.8157, 6.5024, 3.3613, 96.0537
014, 6.4163, 30.6523, 6.4163, 3.2652, 96.1579
015, 6.1456, 30.3047, 6.1456, 3.1670, 96.2356
016, 5.9641, 30.0965, 5.9641, 3.0567, 96.3685
017, 5.7476, 29.8628, 5.7476, 2.8957, 96.5147
018, 5.7437, 29.7473, 5.7437, 2.9423, 96.4677
019, 6.0718, 30.3006, 6.0718, 3.1366, 96.2724
020, 5.5902, 29.5544, 5.5902, 2.8715, 96.5505
021, 5.6517, 29.6943, 5.6517, 2.8907, 96.5239
022, 5.1406, 29.1233, 5.1406, 2.6144, 96.8030
023, 5.1558, 29.0582, 5.1558, 2.6549, 96.7969
024, 5.3063, 29.2561, 5.3063, 2.6883, 96.7182
025, 4.8899, 28.7143, 4.8899, 2.4534, 96.9319
026, 5.3016, 29.2647, 5.3016, 2.8128, 96.6139
027, 5.1639, 29.0610, 5.1639, 2.6093, 96.8051
028, 5.3015, 29.2200, 5.3015, 2.6791, 96.7294
029, 4.9099, 28.7709, 4.9099, 2.4342, 96.9513
030, 4.6197, 28.3551, 4.6197, 2.3613, 97.0638
031, 4.5175, 28.3954, 4.5175, 2.2814, 97.1445
032, 4.4298, 28.0530, 4.4298, 2.2652, 97.1731
033, 4.0238, 27.6687, 4.0238, 2.0405, 97.4103
034, 3.6772, 27.1564, 3.6772, 1.7834, 97.6772
035, 3.7013, 27.2529, 3.7013, 1.8522, 97.6220
036, 3.9164, 27.4850, 3.9164, 2.0000, 97.4441
037, 3.6344, 27.1154, 3.6344, 1.7986, 97.6731
038, 3.6229, 27.1970, 3.6229, 1.8016, 97.6700
039, 3.8120, 27.3809, 3.8120, 1.8968, 97.5627
040, 3.4615, 26.8900, 3.4615, 1.6741, 97.7620
041, 3.6015, 27.1912, 3.6015, 1.8229, 97.6516
042, 3.2940, 26.6023, 3.2940, 1.6053, 97.8459
043, 3.4440, 26.9434, 3.4440, 1.6964, 97.7590
044, 3.5365, 27.0224, 3.5365, 1.7308, 97.6976
045, 3.6529, 27.1048, 3.6529, 1.8158, 97.6312
046, 3.3935, 26.8928, 3.3935, 1.5901, 97.8653
047, 3.4359, 26.8971, 3.4359, 1.6316, 97.8234
048, 3.6385, 27.0256, 3.6385, 1.7874, 97.6516
049, 3.3946, 26.9184, 3.3946, 1.6569, 97.7907
050, 3.2835, 26.7150, 3.2835, 1.5779, 97.8908
051, 3.2626, 26.5169, 3.2626, 1.5597, 97.8960
052, 3.5786, 27.0793, 3.5786, 1.7065, 97.7262
053, 3.4285, 26.8388, 3.4285, 1.6356, 97.7723
054, 2.9608, 26.1178, 2.9608, 1.3796, 98.0851
055, 3.3720, 26.7812, 3.3720, 1.6194, 97.8101
056, 3.2520, 26.6520, 3.2520, 1.5526, 97.9236
057, 3.0969, 26.3616, 3.0969, 1.4838, 97.9767
058, 3.2192, 26.5835, 3.2192, 1.5547, 97.8806
059, 3.2596, 26.7528, 3.2596, 1.5941, 97.8520
060, 3.3184, 26.7674, 3.3184, 1.6215, 97.8285
061, 3.2970, 26.7643, 3.2970, 1.5516, 97.9174
062, 3.2743, 26.7599, 3.2743, 1.5688, 97.9011
063, 3.2702, 26.6508, 3.2702, 1.5688, 97.9000
064, 3.4451, 26.9865, 3.4451, 1.6862, 97.7579
065, 3.3146, 26.7754, 3.3146, 1.6326, 97.8131
test_total_loss, test_cross_entropy_loss, test_kl_loss, test_argmax_MAE, test_accuracy:
12.9514, 38.7404, 12.9514, 5.5714, 93.5786

******************************************************************
train and test on ID: 73
******************************************************************
epoch, train_total_loss, train_cross_entropy_loss, train_kl_loss, train_argmax_MAE, train_accuracy
001, 21.1291, 47.6544, 21.1291, 11.3144, 87.8757
002, 12.4906, 38.2435, 12.4906, 6.4016, 93.0420
003, 11.0754, 36.3642, 11.0754, 5.6430, 93.7919
004, 10.0624, 35.4076, 10.0624, 5.2333, 94.2201
005, 9.5602, 34.6299, 9.5602, 5.0436, 94.4465
006, 8.6026, 33.4445, 8.6026, 4.5081, 94.8993
007, 8.1416, 32.8573, 8.1416, 4.0477, 95.3378
008, 8.0105, 32.7692, 8.0105, 4.2049, 95.2425
009, 7.9054, 32.5955, 7.9054, 4.1126, 95.3306
010, 6.7122, 31.0275, 6.7122, 3.4320, 96.0026
011, 7.0974, 31.5077, 7.0974, 3.6116, 95.8100
012, 6.9449, 31.3747, 6.9449, 3.6034, 95.8192
013, 6.7682, 31.1051, 6.7682, 3.5761, 95.8469
014, 6.6091, 30.9806, 6.6091, 3.3824, 96.0528
015, 6.6766, 31.0502, 6.6766, 3.5538, 95.8684
016, 6.1218, 30.2741, 6.1218, 3.1572, 96.2700
017, 6.1987, 30.4375, 6.1987, 3.2738, 96.1471
018, 5.8152, 29.8674, 5.8152, 3.0233, 96.4022
019, 5.7993, 29.9476, 5.7993, 3.0619, 96.3765
020, 5.7785, 29.8433, 5.7785, 2.9706, 96.4001
021, 5.5967, 29.7342, 5.5967, 2.9980, 96.4103
022, 5.6244, 29.6724, 5.6244, 2.9533, 96.4800
023, 5.6046, 29.5945, 5.6046, 2.9108, 96.4810
024, 5.5720, 29.6410, 5.5720, 2.8905, 96.5241
025, 5.3587, 29.3969, 5.3587, 2.7606, 96.6767
026, 5.5580, 29.5417, 5.5580, 2.8337, 96.5620
027, 4.9832, 28.8207, 4.9832, 2.5740, 96.8293
028, 4.8001, 28.6250, 4.8001, 2.4178, 96.9625
029, 4.7876, 28.5713, 4.7876, 2.4138, 97.0137
030, 4.7708, 28.5761, 4.7708, 2.4473, 96.9758
031, 4.3802, 28.1209, 4.3802, 2.2039, 97.1500
032, 3.8958, 27.5522, 3.8958, 1.9899, 97.4952
033, 4.0287, 27.6270, 4.0287, 1.9909, 97.4266
034, 3.9955, 27.6804, 3.9955, 2.0365, 97.4051
035, 3.9082, 27.5472, 3.9082, 1.9584, 97.4870
036, 3.9460, 27.5689, 3.9460, 1.9108, 97.5352
037, 3.4819, 26.9873, 3.4819, 1.7170, 97.7472
038, 3.7153, 27.1656, 3.7153, 1.8550, 97.5721
039, 3.6645, 27.3190, 3.6645, 1.8540, 97.6059
040, 3.5721, 27.0646, 3.5721, 1.7525, 97.6868
041, 3.5926, 27.0773, 3.5926, 1.7819, 97.6745
042, 3.4859, 27.0937, 3.4859, 1.6785, 97.7667
043, 3.3742, 26.6830, 3.3742, 1.6572, 97.7841
044, 3.5678, 27.1816, 3.5678, 1.7586, 97.6725
045, 3.6036, 27.0885, 3.6036, 1.7535, 97.6848
046, 3.3976, 26.8228, 3.3976, 1.6582, 97.7821
047, 3.4123, 26.8817, 3.4123, 1.6978, 97.7483
048, 3.4458, 26.9659, 3.4458, 1.6653, 97.7872
049, 3.5133, 26.8708, 3.5133, 1.6795, 97.7667
050, 3.4883, 27.0613, 3.4883, 1.6917, 97.7688
051, 3.5629, 27.0350, 3.5629, 1.7485, 97.6468
052, 3.4906, 26.9369, 3.4906, 1.7110, 97.7145
053, 3.3769, 26.8426, 3.3769, 1.6166, 97.8220
054, 3.1422, 26.4014, 3.1422, 1.5264, 97.9398
055, 3.3954, 26.9222, 3.3954, 1.6197, 97.8046
056, 3.3477, 26.7419, 3.3477, 1.6460, 97.7708
057, 3.3391, 26.7681, 3.3391, 1.6592, 97.7759
058, 3.5858, 27.1332, 3.5858, 1.7586, 97.6684
059, 3.3532, 26.7899, 3.3532, 1.6207, 97.8169
060, 3.3052, 26.6855, 3.3052, 1.5730, 97.8528
061, 3.4445, 26.9814, 3.4445, 1.7039, 97.7595
062, 3.4213, 26.9396, 3.4213, 1.6937, 97.7462
063, 3.4524, 26.9263, 3.4524, 1.6471, 97.7831
064, 3.3749, 26.7823, 3.3749, 1.6521, 97.7800
065, 3.4979, 27.0930, 3.4979, 1.6491, 97.7759
test_total_loss, test_cross_entropy_loss, test_kl_loss, test_argmax_MAE, test_accuracy:
4.2974, 27.9117, 4.2974, 1.9375, 97.6010

******************************************************************
train and test on ID: 74
******************************************************************
epoch, train_total_loss, train_cross_entropy_loss, train_kl_loss, train_argmax_MAE, train_accuracy
001, 20.2037, 46.3428, 20.2037, 10.6460, 88.3234
002, 13.2578, 39.2937, 13.2578, 6.8874, 92.5564
003, 11.1512, 36.6089, 11.1512, 5.8398, 93.5839
004, 9.6321, 34.7421, 9.6321, 5.0345, 94.3758
005, 9.5315, 34.6148, 9.5315, 5.0497, 94.3789
006, 9.1586, 34.1808, 9.1586, 4.6917, 94.7323
007, 8.2118, 32.8754, 8.2118, 4.2485, 95.2087
008, 8.1096, 32.8912, 8.1096, 4.1258, 95.2773
009, 7.9141, 32.6221, 7.9141, 4.1308, 95.2835
010, 7.2636, 31.7248, 7.2636, 3.8205, 95.6072
011, 7.1253, 31.6106, 7.1253, 3.6826, 95.7547
012, 7.1509, 31.6445, 7.1509, 3.6602, 95.7670
013, 6.7320, 31.1642, 6.7320, 3.4686, 95.9452
014, 6.1405, 30.2531, 6.1405, 3.1755, 96.2403
015, 6.8332, 31.2412, 6.8332, 3.5923, 95.8397
016, 6.6005, 30.8935, 6.6005, 3.5051, 95.9135
017, 6.3718, 30.6296, 6.3718, 3.3641, 96.0631
018, 6.1662, 30.3431, 6.1662, 3.1542, 96.2372
019, 6.1932, 30.4205, 6.1932, 3.2485, 96.1655
020, 5.6966, 29.7874, 5.6966, 2.9888, 96.4339
021, 5.8772, 29.9885, 5.8772, 3.0132, 96.4042
022, 5.7052, 29.8044, 5.7052, 3.0000, 96.3858
023, 5.3559, 29.3199, 5.3559, 2.7160, 96.6962
024, 5.2822, 29.2343, 5.2822, 2.7637, 96.6767
025, 5.4150, 29.4640, 5.4150, 2.7728, 96.6091
026, 5.2356, 29.0815, 5.2356, 2.7069, 96.7003
027, 4.8439, 28.6599, 4.8439, 2.4949, 96.9226
028, 5.3729, 29.3116, 5.3729, 2.6724, 96.7341
029, 5.0431, 28.9730, 5.0431, 2.5943, 96.8304
030, 4.7398, 28.5168, 4.7398, 2.3641, 97.0455
031, 4.4691, 28.2103, 4.4691, 2.2606, 97.1879
032, 4.0082, 27.6224, 4.0082, 2.0000, 97.4276
033, 3.8991, 27.5739, 3.8991, 1.9300, 97.5270
034, 4.0019, 27.6480, 4.0019, 2.0527, 97.4112
035, 3.7857, 27.3802, 3.7857, 1.8519, 97.5495
036, 4.0460, 27.7273, 4.0460, 2.0345, 97.3969
037, 3.6363, 27.1197, 3.6363, 1.8174, 97.6417
038, 3.8999, 27.5009, 3.8999, 1.8813, 97.5567
039, 3.9170, 27.5692, 3.9170, 2.0041, 97.4614
040, 3.5901, 27.0660, 3.5901, 1.8032, 97.6366
041, 3.5728, 27.0208, 3.5728, 1.7677, 97.6858
042, 3.7047, 27.3986, 3.7047, 1.8114, 97.6448
043, 3.6181, 27.0448, 3.6181, 1.8103, 97.6499
044, 3.5629, 27.0605, 3.5629, 1.8053, 97.6489
045, 3.4406, 26.9663, 3.4406, 1.6947, 97.7350
046, 3.4432, 26.8543, 3.4432, 1.7231, 97.7083
047, 3.1629, 26.4996, 3.1629, 1.5578, 97.8855
048, 3.4162, 26.9217, 3.4162, 1.6450, 97.7985
049, 3.6780, 27.2724, 3.6780, 1.8621, 97.5393
050, 3.3257, 26.6881, 3.3257, 1.5913, 97.8774
051, 3.2944, 26.7648, 3.2944, 1.6288, 97.8179
052, 3.3033, 26.8164, 3.3033, 1.5811, 97.8855
053, 3.5758, 27.2160, 3.5758, 1.7951, 97.6468
054, 3.4314, 26.8787, 3.4314, 1.6755, 97.7452
055, 3.1647, 26.4895, 3.1647, 1.5264, 97.9429
056, 3.5818, 27.0595, 3.5818, 1.7789, 97.6776
057, 3.6215, 27.2241, 3.6215, 1.7901, 97.6335
058, 3.3815, 26.8383, 3.3815, 1.6805, 97.7821
059, 3.4219, 26.9003, 3.4219, 1.6552, 97.7882
060, 3.1647, 26.3959, 3.1647, 1.5345, 97.9480
061, 3.2418, 26.6841, 3.2418, 1.5700, 97.8804
062, 3.4223, 26.8700, 3.4223, 1.6613, 97.7851
063, 3.3078, 26.7450, 3.3078, 1.6105, 97.8640
064, 3.3960, 26.8361, 3.3960, 1.6734, 97.7421
065, 3.3651, 26.8190, 3.3651, 1.5943, 97.8569
test_total_loss, test_cross_entropy_loss, test_kl_loss, test_argmax_MAE, test_accuracy:
3.4570, 27.1561, 3.4570, 1.6875, 97.6641

******************************************************************
train and test on ID: 75
******************************************************************
epoch, train_total_loss, train_cross_entropy_loss, train_kl_loss, train_argmax_MAE, train_accuracy
001, 20.9744, 47.3541, 20.9744, 10.9335, 88.0967
002, 12.6340, 38.3616, 12.6340, 6.6159, 92.7837
003, 11.2379, 36.7255, 11.2379, 5.7117, 93.7500
004, 9.4764, 34.5061, 9.4764, 4.8478, 94.5615
005, 8.9344, 33.8138, 8.9344, 4.6321, 94.7957
006, 8.7266, 33.5937, 8.7266, 4.5524, 94.9077
007, 8.1470, 32.9093, 8.1470, 4.1179, 95.2926
008, 8.2583, 33.0569, 8.2583, 4.2480, 95.1918
009, 7.9002, 32.4966, 7.9002, 4.0484, 95.4006
010, 7.2871, 31.7322, 7.2871, 3.7722, 95.6450
011, 7.0529, 31.5305, 7.0529, 3.6623, 95.7458
012, 6.7891, 31.2707, 6.7891, 3.5151, 95.8975
013, 7.0625, 31.4457, 7.0625, 3.5756, 95.8262
014, 6.4945, 30.7785, 6.4945, 3.3488, 96.0451
015, 6.5660, 30.9261, 6.5660, 3.5101, 95.9637
016, 6.5591, 30.8115, 6.5591, 3.3952, 96.0125
017, 5.6485, 29.6433, 5.6485, 2.8841, 96.5410
018, 5.7858, 29.9251, 5.7858, 2.9778, 96.4259
019, 6.0312, 30.2214, 6.0312, 3.1331, 96.2630
020, 5.3611, 29.3032, 5.3611, 2.6996, 96.6948
021, 5.4864, 29.5943, 5.4864, 2.8155, 96.5991
022, 5.4319, 29.3846, 5.4319, 2.7500, 96.6459
023, 5.5142, 29.5026, 5.5142, 2.8155, 96.6041
024, 5.1497, 29.0021, 5.1497, 2.6502, 96.7457
025, 5.2068, 29.1856, 5.2068, 2.6815, 96.7080
026, 4.8518, 28.7058, 4.8518, 2.5141, 96.9076
027, 5.2727, 29.2128, 5.2727, 2.7339, 96.6673
028, 4.8400, 28.6560, 4.8400, 2.4294, 96.9799
029, 5.1284, 29.0064, 5.1284, 2.6573, 96.7365
030, 5.1417, 29.0538, 5.1417, 2.5645, 96.8719
