******************************************************************
records on AgeDB dataset under 80%-20% protocol
******************************************************************


epoch, train_loss, train_argmax_MAE, train_exp_MAE, valid_loss, valid_argmax_MAE, valid_exp_MAE
031, 3.3442, 7.0543, 6.6237, 3.6402, 6.6593, 6.0378
032, 3.2305, 6.6094, 6.2300, 3.6887, 6.7830, 6.0584
033, 3.2070, 6.6222, 6.2786, 3.7032, 6.6472, 5.9445
034, 3.1593, 6.4426, 6.1276, 3.7596, 6.8156, 5.9468
035, 3.1215, 6.3388, 5.9688, 3.7442, 6.5971, 5.9233
036, 3.0983, 6.2837, 5.9652, 3.7294, 6.6798, 5.9474
037, 3.0746, 6.2175, 5.8975, 3.7769, 6.8384, 6.0057
038, 3.0579, 6.1588, 5.8607, 3.7695, 6.6798, 5.9822
039, 3.0214, 6.1514, 5.7794, 3.7477, 6.7868, 5.9256
040, 3.0154, 6.0435, 5.7975, 3.7777, 6.6631, 5.9332
041, 2.9774, 5.9187, 5.7070, 3.8370, 6.8801, 6.0872
042, 2.9654, 6.0276, 5.8027, 3.8261, 6.7747, 5.9165
043, 2.9322, 5.8288, 5.6662, 3.8125, 6.6184, 5.9021
044, 2.9197, 5.7928, 5.6021, 3.8354, 6.6882, 5.9747
045, 2.8852, 5.7225, 5.5584, 3.8576, 6.5918, 5.8922
046, 2.8556, 5.7447, 5.5621, 3.8831, 6.6085, 5.9458
047, 2.8264, 5.6597, 5.5041, 3.9337, 6.8376, 6.0270
048, 2.8147, 5.7190, 5.5425, 3.9705, 6.6540, 5.9963
049, 2.7778, 5.4852, 5.3972, 3.9459, 6.8794, 6.1359
050, 2.7489, 5.4787, 5.3818, 4.0093, 6.7800, 5.9799
051, 2.6492, 5.2156, 5.2757, 3.9850, 6.6836, 5.9090
052, 2.6146, 5.1305, 5.2088, 4.0025, 6.6487, 5.9097
053, 2.6070, 5.1729, 5.1912, 3.9685, 6.5524, 5.8693
054, 2.5777, 4.9982, 5.0950, 3.9815, 6.6920, 5.9127
055, 2.5633, 5.0794, 5.1136, 3.9934, 6.6722, 5.8755
056, 2.5622, 4.9849, 5.0911, 3.9948, 6.6229, 5.9105
057, 2.5539, 5.0002, 5.0644, 3.9806, 6.6866, 5.8950
058, 2.5655, 5.0358, 5.1076, 3.9955, 6.6791, 5.8915
059, 2.5430, 4.9273, 5.0906, 3.9887, 6.7079, 5.9029
060, 2.5228, 4.8266, 5.0092, 3.9700, 6.6373, 5.8831
061, 2.5076, 4.8602, 4.9811, 3.9960, 6.7375, 5.8689
062, 2.5310, 4.8871, 5.0876, 3.9880, 6.6608, 5.8857
063, 2.5050, 4.8237, 4.9559, 3.9903, 6.6965, 5.8732
064, 2.5110, 4.8697, 4.9922, 3.9804, 6.6730, 5.8634
065, 2.4927, 4.7177, 4.9258, 3.9936, 6.7307, 5.8840
test_loss, test_argmax_MAE:
3.9595, 6.6606
CS_1, CS_2, CS_3, CS_4, CS_5, CS_6, CS_7, CS_8, CS_9, CS_10:
0.151, 0.252, 0.352, 0.440, 0.518, 0.593, 0.650, 0.707, 0.758, 0.805

test_loss, test_exp_MAE:
3.9782, 5.8890
CS_1, CS_2, CS_3, CS_4, CS_5, CS_6, CS_7, CS_8, CS_9, CS_10:
0.118, 0.235, 0.345, 0.437, 0.534, 0.614, 0.681, 0.738, 0.785, 0.829

