******************************************************************
records on AgeDB dataset under 80%-20% protocol
******************************************************************


epoch, train_loss, train_argmax_MAE, train_exp_MAE, valid_loss, valid_argmax_MAE, valid_exp_MAE
049, 2.6937, 5.4203, 5.3643, 4.0229, 6.9295, 6.0893
050, 2.6729, 5.4099, 5.3331, 4.2115, 6.9575, 6.2497
051, 2.5727, 5.1551, 5.2077, 4.0466, 6.8044, 6.0865
052, 2.5199, 4.9329, 5.0860, 4.0605, 6.7779, 6.0873
053, 2.4984, 4.8368, 5.0064, 4.0297, 6.8082, 6.0795
054, 2.4806, 4.8376, 4.9559, 4.0649, 6.8779, 6.0800
055, 2.4668, 4.8377, 4.9840, 4.0774, 6.9636, 6.0999
056, 2.4745, 4.8644, 5.0804, 4.0807, 6.8415, 6.0668
057, 2.4678, 4.8275, 5.0284, 4.0754, 6.7703, 6.0507
058, 2.4506, 4.7682, 4.9796, 4.1004, 6.8089, 6.0662
059, 2.4346, 4.7217, 4.8802, 4.0795, 6.7771, 6.0888
060, 2.4533, 4.7708, 4.9790, 4.0747, 6.9924, 6.0915
061, 2.4160, 4.6654, 4.9047, 4.0624, 6.8089, 6.0764
062, 2.4100, 4.6707, 4.8957, 4.0834, 6.8256, 6.0769
063, 2.4204, 4.6794, 4.8906, 4.0834, 6.9121, 6.0617
064, 2.4280, 4.7171, 4.9077, 4.0598, 6.9348, 6.0926
065, 2.4110, 4.6805, 4.8453, 4.0691, 6.7908, 6.0597
test_loss, test_argmax_MAE:
3.9183, 6.7765
CS_1, CS_2, CS_3, CS_4, CS_5, CS_6, CS_7, CS_8, CS_9, CS_10:
0.153, 0.247, 0.345, 0.428, 0.515, 0.582, 0.651, 0.713, 0.756, 0.798

test_loss, test_exp_MAE:
3.9184, 6.1650
CS_1, CS_2, CS_3, CS_4, CS_5, CS_6, CS_7, CS_8, CS_9, CS_10:
0.107, 0.212, 0.317, 0.414, 0.512, 0.592, 0.662, 0.718, 0.777, 0.819

