******************************************************************
records on AgeDB dataset under 80%-20% protocol
******************************************************************


epoch, train_loss, train_argmax_MAE, train_exp_MAE, valid_loss, valid_argmax_MAE, valid_exp_MAE
050, 2.7193, 5.5071, 5.4326, 4.1315, 6.8446, 6.2924
051, 2.6150, 5.1947, 5.2594, 4.0267, 6.8150, 6.1378
052, 2.5656, 5.0224, 5.1511, 4.0444, 6.8234, 6.1328
053, 2.5402, 5.0138, 5.0731, 4.0026, 6.7612, 6.1089
054, 2.5153, 4.8852, 4.9994, 4.0356, 6.8082, 6.1434
055, 2.5393, 5.0343, 5.1160, 4.0613, 6.8120, 6.1737
056, 2.5246, 5.0488, 5.1063, 4.0333, 6.8294, 6.1121
057, 2.5111, 4.9013, 5.0498, 4.0317, 6.7923, 6.1205
058, 2.4924, 4.8381, 5.0014, 4.0730, 6.8453, 6.1558
059, 2.4831, 4.8125, 4.9621, 4.0810, 6.8848, 6.1523
060, 2.4941, 4.9287, 5.0100, 4.0706, 6.8628, 6.1523
061, 2.4637, 4.6952, 4.9306, 4.0543, 6.8620, 6.1488
062, 2.4646, 4.7547, 5.0073, 4.0845, 6.8870, 6.1620
063, 2.4625, 4.7569, 4.9303, 4.0826, 6.8650, 6.1455
064, 2.4752, 4.8199, 5.0190, 4.0574, 6.8999, 6.1417
065, 2.4537, 4.7455, 4.9046, 4.0517, 6.7998, 6.1388
test_loss, test_argmax_MAE:
3.8627, 6.6169
CS_1, CS_2, CS_3, CS_4, CS_5, CS_6, CS_7, CS_8, CS_9, CS_10:
0.154, 0.266, 0.364, 0.448, 0.527, 0.595, 0.660, 0.714, 0.756, 0.801

test_loss, test_exp_MAE:
3.8627, 6.0209
CS_1, CS_2, CS_3, CS_4, CS_5, CS_6, CS_7, CS_8, CS_9, CS_10:
0.116, 0.228, 0.342, 0.436, 0.533, 0.604, 0.670, 0.725, 0.771, 0.814

